name,feature_class,feature_code,country_code,lat,long,nearby_features,neighbouring_features
Departamento de Quetzaltenango,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.75,-91.66667,None,None
Departamento del Petén,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,16.83333,-90,None,None
Departamento de Jutiapa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.16667,-89.83333,None,None
Departamento de Jalapa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.58333,-89.91667,None,None
Departamento de Izabal,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,15.5,-89,None,None
Departamento de Huehuetenango,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,15.66667,-91.58333,None,None
Departamento de Guatemala,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.66667,-90.5,None,None
Departamento de Escuintla,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.16667,-91,None,None
Departamento de El Progreso,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.83333,-90,None,None
Departamento de Chiquimula,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.66667,-89.41667,None,None
Departamento de Chimaltenango,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,14.66667,-90.91667,None,None
Departamento de Baja Verapaz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,15.08333,-90.33333,None,None
Departamento de Alta Verapaz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,GT,15.66667,-90,None,None
Departamento de Yoro,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,15.25,-87.16667,None,None
Departamento de Valle,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,13.58333,-87.58333,None,None
Departamento de Santa Bárbara,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,15.08333,-88.33333,None,None
Departamento de Olancho,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.83333,-86,None,None
Departamento de Ocotepeque,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.5,-89,None,None
Departamento de Lempira,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.5,-88.58333,None,None
Departamento de La Paz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.08333,-87.91667,None,None
Bay Islands,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,16.09597,-86.93291,None,None
Departamento de Intibucá,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.33333,-88.16667,None,None
Departamento de Gracias a Dios,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,15.25,-84.33333,None,None
Departamento de Francisco Morazán,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.25,-87.16667,None,None
Departamento de El Paraíso,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.08333,-86.5,None,None
Departamento de Cortés,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,15.41667,-88,None,None
Departamento de Copán,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.91667,-88.91667,None,None
Departamento de Comayagua,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,14.58333,-87.66667,None,None
Departamento de Colón,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,15.75,-85.66667,None,None
Departamento de Choluteca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,13.33333,-87.08333,None,None
Departamento de Atlántida,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HN,15.66667,-87,None,None
Departamento de Rivas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,11.3,-85.75,None,None
Departamento de Río San Juan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,11.33333,-84.58333,None,None
Departamento de Nueva Segovia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,13.7,-86.16667,None,None
Departamento de Matagalpa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12.91667,-85.66667,None,None
Departamento de Masaya,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12,-86.16667,None,None
Departamento de Managua,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12,-86.41667,None,None
Departamento de Madriz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,13.5,-86.41667,None,None
Departamento de León,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12.58333,-86.58333,None,None
Departamento de Jinotega,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,13.75,-85.58333,None,None
Departamento de Granada,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,11.83333,-85.91667,None,None
Departamento de Estelí,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,13.16667,-86.33333,None,None
Departamento de Chontales,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12.08333,-85.16667,None,None
Departamento de Chinandega,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12.83333,-87.08333,None,None
Departamento de Carazo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,11.75,-86.25,None,None
Departamento de Boaco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,12.5,-85.5,None,None
Provincia de San José,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,9.66667,-84,None,None
Provincia de Puntarenas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,9.97794,-84.83068,None,None
Provincia de Limón,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,10,-83.21667,None,None
Provincia de Heredia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,10.33333,-84,None,None
Provincia de Guanacaste,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,10.5,-85.25,None,None
Provincia de Cartago,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,9.83333,-83.75,None,None
Provincia de Alajuela,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CR,10.5,-84.5,None,None
Zulia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10,-72.16667,None,None
Yaracuy,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.33974,-68.73734,None,None
Trujillo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,9.43856,-70.50888,None,None
Táchira,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,7.83333,-72.08333,None,None
Sucre,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.41667,-63.5,None,None
Portuguesa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,9.16667,-69.25,None,None
Nueva Esparta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,11,-64,None,None
Monagas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,9.33333,-63,None,None
Miranda,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.25,-66.41667,None,None
Mérida,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,8.5,-71.16667,None,None
Lara,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.16667,-69.83333,None,None
Guárico,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,8.66667,-66.58333,None,None
Dependencias Federales,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.92346,-65.30889,None,None
Distrito Federal,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.47639,-66.98333,None,None
Falcón,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,11,-69.83333,None,None
Delta Amacuro,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,8.75,-61.33333,None,None
Cojedes,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,9.33333,-68.33333,None,None
Carabobo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.16667,-68.08333,None,None
Bolívar,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,6.33333,-63.5,None,None
Barinas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,8.16667,-69.83333,None,None
Aragua,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10,-67.16667,None,None
Apure,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,7.16667,-68.83333,None,None
Anzoátegui,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,9,-64.33333,None,None
Amazonas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,3.5,-66,None,None
Provincia de Zamora-Chinchipe,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-4.25,-78.83333,None,None
Provincia del Tungurahua,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-1.25,-78.5,None,None
Provincia de Pichincha,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.08333,-78.5,None,None
Provincia del Pastaza,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-1.66667,-76.83333,None,None
Provincia de Napo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.62915,-77.83164,None,None
Provincia de Morona-Santiago,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-2.5,-77.91667,None,None
Provincia de Manabí,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.66667,-80.08333,None,None
Provincia de Los Ríos,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-1.41667,-79.58333,None,None
Provincia de Loja,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-4.16667,-79.5,None,None
Provincia de Imbabura,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,0.37631,-78.32371,None,None
Provincia del Guayas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-2,-79.83333,None,None
Provincia de Galápagos,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.67015,-90.87341,None,None
Provincia de Esmeraldas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,0.83333,-79.25,None,None
Provincia de El Oro,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-3.5,-79.83333,None,None
Provincia de Cotopaxi,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.83333,-78.83333,None,None
Provincia del Chimborazo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-1.91667,-78.75,None,None
Provincia del Carchi,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,0.75,-78.08333,None,None
Provincia del Cañar,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-2.5,-79,None,None
Provincia de Bolívar,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-1.58333,-79.08333,None,None
Provincia del Azuay,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-3.08333,-79.33333,None,None
Roraima,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BR,2.25,-61.25,None,None
Amazonas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BR,-3.75,-64.5,None,None
Acre,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BR,-9,-70,None,None
Departamento del Vichada,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,5,-69.5,None,None
Departamento del Vaupés,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,0.75,-70.75,None,None
Departamento del Valle del Cauca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,3.75,-76.5,None,None
Departamento de Tolima,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,4,-75.25,None,None
Departamento de Sucre,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,9,-75,None,None
Departamento de Santander,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,6.83333,-73.41667,None,None
San Andres y Providencia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,12.52449,-81.71983,None,None
Departamento de Risaralda,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,5,-76,None,None
Quindío Department,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,4.5,-75.66667,None,None
Departamento del Putumayo,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,0.5,-76,None,None
Departamento de Norte de Santander,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,8,-73,None,None
Departamento de Nariño,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,1.5,-78,None,None
Departamento del Meta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,3.5,-73,None,None
Departamento del Magdalena,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,10,-74.5,None,None
Departamento de La Guajira,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,11.5,-72.5,None,None
Departamento del Huila,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,2.5,-75.58333,None,None
Departamento del Guaviare,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,1.91667,-72,None,None
Departamento del Guainía,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,2.5,-69,None,None
Cundinamarca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,5,-74.16667,None,None
Departamento de Córdoba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,8.33333,-75.66667,None,None
Departamento del Chocó,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,6,-77,None,None
Departamento del Cesar,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,9.33333,-73.5,None,None
Departamento del Cauca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,2.5,-76.83333,None,None
Departamento de Casanare,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,5.5,-71.5,None,None
Departamento del Caquetá,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,0.75,-74,None,None
Departamento de Caldas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,5.26667,-75.33333,None,None
Departamento de Boyacá,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,5.66667,-73,None,None
Departamento de Bolívar,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,9,-74.33333,None,None
Bogota D.C.,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,4.25,-74.18333,None,None
Atlántico,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,10.75,-75,None,None
Departamento de Arauca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,6.66667,-71,None,None
Antioquia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,7,-75.5,None,None
Amazonas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CO,-1.16667,-71.5,None,None
Ucayali,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-9.75,-73.5,None,None
Tumbes,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-3.83333,-80.5,None,None
Región de San Martín,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-7,-76.83333,None,None
Piura,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-5,-80.33333,None,None
Loreto,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-4,-74.5,None,None
Lambayeque,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-6.33333,-80,None,None
La Libertad,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-8,-78.5,None,None
Región de Huánuco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-9.5,-76,None,None
Cajamarca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-6.25,-78.83333,None,None
Ancash,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-9.5,-77.75,None,None
Amazonas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-5,-78.23333,None,None
Provincia de Veraguas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.25,-81.13333,None,None
Guna Yala,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,9.25,-78.25,None,None
Provincia de Panamá,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,9.08333,-78.9,None,None
Provincia de Los Santos,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,7.58333,-80.33333,None,None
Provincia de Herrera,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,7.83333,-80.75,None,None
Provincia del Darién,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.08333,-77.88333,None,None
Provincia de Colón,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,9.16667,-80,None,None
Provincia de Coclé,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.56667,-80.41667,None,None
Provincia de Chiriquí,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,8.5,-82.41667,None,None
Provincia de Bocas del Toro,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PA,9.25,-82.65,None,None
Sud-Est,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,18.3,-72.4,None,None
Sud,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,18.3,-73.73333,None,None
Département de l'Ouest,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,18.66381,-72.29141,None,None
Nord-Ouest,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,19.83333,-73,None,None
Département du Nord-Est,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,19.48897,-71.85713,None,None
Nord,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,19.6,-72.3,None,None
Grandans,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,18.5,-74.08333,None,None
Centre,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,19,-72,None,None
Département de l'Artibonite,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,HT,19.33333,-72.5,None,None
Provincia de Sucumbíos,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,0.1,-76.86667,None,None
Provincia de Francisco de Orellana,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,EC,-0.75,-76.41667,None,None
North Caribbean Coast,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,14,-84.25,None,None
South Caribbean Coast,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,NI,11.84585,-84.14978,None,None
Vargas,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,VE,10.56667,-66.9,None,None
Tucuman,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-27,-65.5,None,None
Tierra del Fuego,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-54.5,-67,None,None
Santiago del Estero,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-28,-63.5,None,None
Santa Fe,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-31,-61,None,None
Santa Cruz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-49,-70,None,None
San Luis,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-34,-66,None,None
San Juan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-31,-69,None,None
Salta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-24.75806,-65.43457,None,None
Rio Negro,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-40,-67,None,None
Neuquen,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-39,-70,None,None
Mendoza,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-34.5,-68.5,None,None
La Rioja,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-29.58333,-67,None,None
La Pampa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-37,-66,None,None
Jujuy,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-23,-66,None,None
Cordoba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-32,-64,None,None
Chubut,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-44,-69,None,None
Chaco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-26.33333,-60.5,None,None
Catamarca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,AR,-27,-67,None,None
Departamento de Boquerón,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PY,-22.64105,-61.07381,None,None
Región de Valparaíso,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-32.75,-71.33333,None,None
Tarapacá,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-20,-69.33333,None,None
Santiago Metropolitan,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-33.47269,-70.64724,None,None
Maule Region,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-35.5,-71.5,None,None
Los Lagos Region,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-42.59889,-73.96048,None,None
O'Higgins Region,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-34.5,-71,None,None
Coquimbo Region,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-30.75,-71,None,None
Región del Biobío,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-37.375,-72.45,None,None
Atacama,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-27.5,-70,None,None
Región de la Araucanía,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-38.5,-72,None,None
Antofagasta,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-23.5,-69,None,None
Aysén,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,CL,-46.5,-73.5,None,None
Departamento de Tarija,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-21.5,-64,None,None
Departamento de Santa Cruz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-17.5,-61.5,None,None
Departamento de Potosí,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-20.66667,-67,None,None
Departamento de Pando,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-11.33333,-67.66667,None,None
Oruro,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-18.66667,-67.5,None,None
Departamento de La Paz,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-15.5,-68,None,None
Departamento de Cochabamba,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-17.5,-65.66667,None,None
Departamento de Chuquisaca,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-20,-64.33333,None,None
El Beni,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BO,-14,-65.5,None,None
Rondônia,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,BR,-11,-63,None,None
Tacna,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-17.66667,-70.33333,None,None
Puno,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-15,-70,None,None
Pasco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-10.5,-75.25,None,None
Departamento de Moquegua,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-16.83662,-70.91992,None,None
Madre de Dios,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-12,-70.25,None,None
Lima,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-12,-76.83333,None,None
Lima region,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-11.85,-76.45,None,None
Junin,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-11.5,-75,None,None
Ica,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-14.3325,-75.49972,None,None
Huancavelica,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-13,-75,None,None
Cusco,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-13,-72.25,None,None
Callao,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-12.05139,-77.125,None,None
Ayacucho,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-14,-74.25,None,None
Arequipa,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-16,-72.25,None,None
Apurimac,https://www.geonames.org/ontology#A,https://www.geonames.org/ontology#A.ADM1,PE,-14,-73,None,None
